,x,y,cluster,distance_from_0,distance_from_1,closest,color
69,3,0,0,2.4064552829008687,1.2409084757803635,1,r
70,2,1,0,3.4288881825147928,0.5976596177551894,1,r
71,2,0,0,3.3970403094225676,0.45680743585829114,1,r
72,3,1,0,2.4512075254758265,1.2993759388658068,1,r
73,2,1,0,3.4288881825147928,0.5976596177551894,1,r
74,6,0,0,0.7378750049166032,4.187289849137255,0,g
75,3,0,0,2.4064552829008687,1.2409084757803635,1,r
76,3,0,0,2.4064552829008687,1.2409084757803635,1,r
77,5,0,0,0.5415859655871369,3.194090710809538,0,g
78,2,1,0,3.4288881825147928,0.5976596177551894,1,r
79,3,1,0,2.4512075254758265,1.2993759388658068,1,r
80,4,1,0,1.5031841196969358,2.24043715428742,0,g
81,4,0,0,1.4290455532841582,2.2070420605579,0,g
82,4,0,0,1.4290455532841582,2.2070420605579,0,g
83,3,0,0,2.4064552829008687,1.2409084757803635,1,r
84,5,1,0,0.7146374342761352,3.2172565104634776,0,g
85,6,1,0,0.872840665430125,4.204987546465239,0,g
86,6,1,0,0.872840665430125,4.204987546465239,0,g
87,5,0,0,0.5415859655871369,3.194090710809538,0,g
88,2,1,0,3.4288881825147928,0.5976596177551894,1,r
89,4,1,0,1.5031841196969358,2.24043715428742,0,g
90,2,0,0,3.3970403094225676,0.45680743585829114,1,r
91,1,0,0,4.39189465937903,0.9367455479730389,1,r
92,1,1,0,4.416574464834695,1.0129245810459737,1,r
93,4,1,0,1.5031841196969358,2.24043715428742,0,g
94,2,1,0,3.4288881825147928,0.5976596177551894,1,r
95,5,0,0,0.5415859655871369,3.194090710809538,0,g
96,3,0,0,2.4064552829008687,1.2409084757803635,1,r
97,4,0,0,1.4290455532841582,2.2070420605579,0,g
98,9,0,0,3.6466274853842493,7.178226711111335,0,g
99,2,1,0,3.4288881825147928,0.5976596177551894,1,r
100,2,1,0,3.4288881825147928,0.5976596177551894,1,r
101,3,0,0,2.4064552829008687,1.2409084757803635,1,r
102,1,0,0,4.39189465937903,0.9367455479730389,1,r
103,1,0,0,4.39189465937903,0.9367455479730389,1,r
104,10,0,0,4.642093943676666,8.176681449580897,0,g
105,2,1,0,3.4288881825147928,0.5976596177551894,1,r
106,4,1,0,1.5031841196969358,2.24043715428742,0,g
107,1,1,0,4.416574464834695,1.0129245810459737,1,r
108,2,1,0,3.4288881825147928,0.5976596177551894,1,r
109,6,0,0,0.7378750049166032,4.187289849137255,0,g
110,4,1,0,1.5031841196969358,2.24043715428742,0,g
111,5,0,0,0.5415859655871369,3.194090710809538,0,g
112,2,0,0,3.3970403094225676,0.45680743585829114,1,r
113,1,0,0,4.39189465937903,0.9367455479730389,1,r
114,3,0,0,2.4064552829008687,1.2409084757803635,1,r
115,2,0,0,3.3970403094225676,0.45680743585829114,1,r
116,2,1,0,3.4288881825147928,0.5976596177551894,1,r
117,4,1,0,1.5031841196969358,2.24043715428742,0,g
118,14,0,0,8.634443400761771,12.173037532808022,0,g
119,1,0,0,4.39189465937903,0.9367455479730389,1,r
120,6,0,0,0.7378750049166032,4.187289849137255,0,g
121,1,1,0,4.416574464834695,1.0129245810459737,1,r
122,5,0,0,0.5415859655871369,3.194090710809538,0,g
123,2,1,0,3.4288881825147928,0.5976596177551894,1,r
124,3,0,0,2.4064552829008687,1.2409084757803635,1,r
125,3,1,0,2.4512075254758265,1.2993759388658068,1,r
126,3,1,0,2.4512075254758265,1.2993759388658068,1,r
127,3,0,0,2.4064552829008687,1.2409084757803635,1,r
128,4,0,0,1.4290455532841582,2.2070420605579,0,g
129,5,0,0,0.5415859655871369,3.194090710809538,0,g
130,3,1,0,2.4512075254758265,1.2993759388658068,1,r
131,6,0,0,0.7378750049166032,4.187289849137255,0,g
132,2,1,0,3.4288881825147928,0.5976596177551894,1,r
133,2,1,0,3.4288881825147928,0.5976596177551894,1,r
134,3,1,0,2.4512075254758265,1.2993759388658068,1,r
135,2,0,0,3.3970403094225676,0.45680743585829114,1,r
136,5,0,0,0.5415859655871369,3.194090710809538,0,g
137,5,1,0,0.7146374342761352,3.2172565104634776,0,g
138,3,0,0,2.4064552829008687,1.2409084757803635,1,r
139,2,1,0,3.4288881825147928,0.5976596177551894,1,r
140,1,1,0,4.416574464834695,1.0129245810459737,1,r
141,2,0,0,3.3970403094225676,0.45680743585829114,1,r
142,8,1,0,2.6952067001897935,6.192275986222189,0,g
143,4,0,0,1.4290455532841582,2.2070420605579,0,g
144,5,1,0,0.7146374342761352,3.2172565104634776,0,g
145,7,0,0,1.6720058874419081,5.18310496637836,0,g
146,3,1,0,2.4512075254758265,1.2993759388658068,1,r
147,4,0,0,1.4290455532841582,2.2070420605579,0,g
148,4,1,0,1.5031841196969358,2.24043715428742,0,g
149,10,0,0,4.642093943676666,8.176681449580897,0,g
150,6,0,0,0.7378750049166032,4.187289849137255,0,g
151,4,1,0,1.5031841196969358,2.24043715428742,0,g
152,2,1,0,3.4288881825147928,0.5976596177551894,1,r
153,5,1,0,0.7146374342761352,3.2172565104634776,0,g
154,6,0,0,0.7378750049166032,4.187289849137255,0,g
155,3,1,0,2.4512075254758265,1.2993759388658068,1,r
156,4,1,0,1.5031841196969358,2.24043715428742,0,g
157,3,0,0,2.4064552829008687,1.2409084757803635,1,r
158,3,0,0,2.4064552829008687,1.2409084757803635,1,r
159,4,1,0,1.5031841196969358,2.24043715428742,0,g
160,5,0,0,0.5415859655871369,3.194090710809538,0,g
161,3,0,0,2.4064552829008687,1.2409084757803635,1,r
162,5,1,0,0.7146374342761352,3.2172565104634776,0,g
163,3,0,0,2.4064552829008687,1.2409084757803635,1,r
164,5,1,0,0.7146374342761352,3.2172565104634776,0,g
165,4,1,0,1.5031841196969358,2.24043715428742,0,g
166,10,0,0,4.642093943676666,8.176681449580897,0,g
167,5,0,0,0.5415859655871369,3.194090710809538,0,g
168,6,0,0,0.7378750049166032,4.187289849137255,0,g
169,2,1,0,3.4288881825147928,0.5976596177551894,1,r
170,10,0,0,4.642093943676666,8.176681449580897,0,g
171,3,0,0,2.4064552829008687,1.2409084757803635,1,r
172,3,0,0,2.4064552829008687,1.2409084757803635,1,r
173,1,0,0,4.39189465937903,0.9367455479730389,1,r
174,4,1,0,1.5031841196969358,2.24043715428742,0,g
175,8,0,0,2.654571124004804,6.180271669134306,0,g
176,2,1,0,3.4288881825147928,0.5976596177551894,1,r
177,10,0,0,4.642093943676666,8.176681449580897,0,g
178,6,0,0,0.7378750049166032,4.187289849137255,0,g
179,5,0,0,0.5415859655871369,3.194090710809538,0,g
180,2,1,0,3.4288881825147928,0.5976596177551894,1,r
181,4,0,0,1.4290455532841582,2.2070420605579,0,g
182,1,0,0,4.39189465937903,0.9367455479730389,1,r
183,1,0,0,4.39189465937903,0.9367455479730389,1,r
184,2,0,0,3.3970403094225676,0.45680743585829114,1,r
185,3,1,0,2.4512075254758265,1.2993759388658068,1,r
186,2,0,0,3.3970403094225676,0.45680743585829114,1,r
187,1,0,0,4.39189465937903,0.9367455479730389,1,r
188,3,0,0,2.4064552829008687,1.2409084757803635,1,r
189,3,0,0,2.4064552829008687,1.2409084757803635,1,r
190,1,0,0,4.39189465937903,0.9367455479730389,1,r
191,7,0,0,1.6720058874419081,5.18310496637836,0,g
192,10,0,0,4.642093943676666,8.176681449580897,0,g
193,2,1,0,3.4288881825147928,0.5976596177551894,1,r
194,4,1,0,1.5031841196969358,2.24043715428742,0,g
195,2,1,0,3.4288881825147928,0.5976596177551894,1,r
196,5,0,0,0.5415859655871369,3.194090710809538,0,g
197,2,0,0,3.3970403094225676,0.45680743585829114,1,r
198,2,1,0,3.4288881825147928,0.5976596177551894,1,r
199,8,1,0,2.6952067001897935,6.192275986222189,0,g
200,7,1,0,1.735798085028391,5.197412921611662,0,g
201,10,0,0,4.642093943676666,8.176681449580897,0,g
202,1,1,0,4.416574464834695,1.0129245810459737,1,r
203,10,0,0,4.642093943676666,8.176681449580897,0,g
204,1,0,0,4.39189465937903,0.9367455479730389,1,r
205,2,1,0,3.4288881825147928,0.5976596177551894,1,r
206,2,1,0,3.4288881825147928,0.5976596177551894,1,r
207,4,1,0,1.5031841196969358,2.24043715428742,0,g
208,2,0,0,3.3970403094225676,0.45680743585829114,1,r
209,4,1,0,1.5031841196969358,2.24043715428742,0,g
210,4,1,0,1.5031841196969358,2.24043715428742,0,g
211,1,1,0,4.416574464834695,1.0129245810459737,1,r
212,1,0,0,4.39189465937903,0.9367455479730389,1,r
213,4,1,0,1.5031841196969358,2.24043715428742,0,g
214,6,0,0,0.7378750049166032,4.187289849137255,0,g
215,2,1,0,3.4288881825147928,0.5976596177551894,1,r
216,3,0,0,2.4064552829008687,1.2409084757803635,1,r
217,3,1,0,2.4512075254758265,1.2993759388658068,1,r
218,1,0,0,4.39189465937903,0.9367455479730389,1,r
219,4,0,0,1.4290455532841582,2.2070420605579,0,g
220,4,0,0,1.4290455532841582,2.2070420605579,0,g
221,7,0,0,1.6720058874419081,5.18310496637836,0,g
222,4,0,0,1.4290455532841582,2.2070420605579,0,g
223,3,0,0,2.4064552829008687,1.2409084757803635,1,r
224,8,0,0,2.654571124004804,6.180271669134306,0,g
225,3,1,0,2.4512075254758265,1.2993759388658068,1,r
226,4,0,0,1.4290455532841582,2.2070420605579,0,g
227,1,1,0,4.416574464834695,1.0129245810459737,1,r
228,7,0,0,1.6720058874419081,5.18310496637836,0,g
229,3,1,0,2.4512075254758265,1.2993759388658068,1,r
230,5,0,0,0.5415859655871369,3.194090710809538,0,g
231,2,0,0,3.3970403094225676,0.45680743585829114,1,r
232,3,0,0,2.4064552829008687,1.2409084757803635,1,r
233,3,0,0,2.4064552829008687,1.2409084757803635,1,r
234,7,0,0,1.6720058874419081,5.18310496637836,0,g
235,2,0,0,3.3970403094225676,0.45680743585829114,1,r
236,4,0,0,1.4290455532841582,2.2070420605579,0,g
237,2,1,0,3.4288881825147928,0.5976596177551894,1,r
238,2,1,0,3.4288881825147928,0.5976596177551894,1,r
239,3,1,0,2.4512075254758265,1.2993759388658068,1,r
240,6,0,0,0.7378750049166032,4.187289849137255,0,g
241,2,1,0,3.4288881825147928,0.5976596177551894,1,r
242,10,0,0,4.642093943676666,8.176681449580897,0,g
243,1,0,0,4.39189465937903,0.9367455479730389,1,r
244,3,0,0,2.4064552829008687,1.2409084757803635,1,r
245,6,1,0,0.872840665430125,4.204987546465239,0,g
246,3,0,0,2.4064552829008687,1.2409084757803635,1,r
247,3,0,0,2.4064552829008687,1.2409084757803635,1,r
248,2,0,0,3.3970403094225676,0.45680743585829114,1,r
249,3,0,0,2.4064552829008687,1.2409084757803635,1,r
250,10,0,0,4.642093943676666,8.176681449580897,0,g
251,1,1,0,4.416574464834695,1.0129245810459737,1,r
252,2,0,0,3.3970403094225676,0.45680743585829114,1,r
253,1,1,0,4.416574464834695,1.0129245810459737,1,r
254,4,1,0,1.5031841196969358,2.24043715428742,0,g
255,4,0,0,1.4290455532841582,2.2070420605579,0,g
256,3,1,0,2.4512075254758265,1.2993759388658068,1,r
257,6,1,0,0.872840665430125,4.204987546465239,0,g
258,3,0,0,2.4064552829008687,1.2409084757803635,1,r
259,3,0,0,2.4064552829008687,1.2409084757803635,1,r
260,2,0,0,3.3970403094225676,0.45680743585829114,1,r
261,2,0,0,3.3970403094225676,0.45680743585829114,1,r
262,5,1,0,0.7146374342761352,3.2172565104634776,0,g
263,6,1,0,0.872840665430125,4.204987546465239,0,g
264,2,1,0,3.4288881825147928,0.5976596177551894,1,r
265,3,0,0,2.4064552829008687,1.2409084757803635,1,r
266,6,0,0,0.7378750049166032,4.187289849137255,0,g
267,1,1,0,4.416574464834695,1.0129245810459737,1,r
268,5,0,0,0.5415859655871369,3.194090710809538,0,g
269,3,0,0,2.4064552829008687,1.2409084757803635,1,r
270,1,0,0,4.39189465937903,0.9367455479730389,1,r
271,4,0,0,1.4290455532841582,2.2070420605579,0,g
272,2,0,0,3.3970403094225676,0.45680743585829114,1,r
273,3,0,0,2.4064552829008687,1.2409084757803635,1,r
274,1,1,0,4.416574464834695,1.0129245810459737,1,r
275,2,1,0,3.4288881825147928,0.5976596177551894,1,r
276,1,1,0,4.416574464834695,1.0129245810459737,1,r
277,2,0,0,3.3970403094225676,0.45680743585829114,1,r
278,4,1,0,1.5031841196969358,2.24043715428742,0,g
279,3,1,0,2.4512075254758265,1.2993759388658068,1,r
280,1,1,0,4.416574464834695,1.0129245810459737,1,r
281,7,0,0,1.6720058874419081,5.18310496637836,0,g
282,3,0,0,2.4064552829008687,1.2409084757803635,1,r
283,2,0,0,3.3970403094225676,0.45680743585829114,1,r
284,2,1,0,3.4288881825147928,0.5976596177551894,1,r
285,3,1,0,2.4512075254758265,1.2993759388658068,1,r
286,5,1,0,0.7146374342761352,3.2172565104634776,0,g
287,2,0,0,3.3970403094225676,0.45680743585829114,1,r
288,2,1,0,3.4288881825147928,0.5976596177551894,1,r
289,2,0,0,3.3970403094225676,0.45680743585829114,1,r
290,2,0,0,3.3970403094225676,0.45680743585829114,1,r
291,1,1,0,4.416574464834695,1.0129245810459737,1,r
292,3,0,0,2.4064552829008687,1.2409084757803635,1,r
293,2,0,0,3.3970403094225676,0.45680743585829114,1,r
294,6,1,0,0.872840665430125,4.204987546465239,0,g
295,6,1,0,0.872840665430125,4.204987546465239,0,g
296,3,1,0,2.4512075254758265,1.2993759388658068,1,r
297,3,1,0,2.4512075254758265,1.2993759388658068,1,r
298,1,0,0,4.39189465937903,0.9367455479730389,1,r
299,2,1,0,3.4288881825147928,0.5976596177551894,1,r
300,3,0,0,2.4064552829008687,1.2409084757803635,1,r
301,1,1,0,4.416574464834695,1.0129245810459737,1,r
302,3,0,0,2.4064552829008687,1.2409084757803635,1,r
303,4,1,0,1.5031841196969358,2.24043715428742,0,g
304,1,1,0,4.416574464834695,1.0129245810459737,1,r
305,4,0,0,1.4290455532841582,2.2070420605579,0,g
306,2,1,0,3.4288881825147928,0.5976596177551894,1,r
307,3,1,0,2.4512075254758265,1.2993759388658068,1,r
308,14,0,0,8.634443400761771,12.173037532808022,0,g
309,2,0,0,3.3970403094225676,0.45680743585829114,1,r
310,2,0,0,3.3970403094225676,0.45680743585829114,1,r
311,8,0,0,2.654571124004804,6.180271669134306,0,g
312,10,0,0,4.642093943676666,8.176681449580897,0,g
313,1,1,0,4.416574464834695,1.0129245810459737,1,r
314,3,0,0,2.4064552829008687,1.2409084757803635,1,r
315,4,0,0,1.4290455532841582,2.2070420605579,0,g
316,3,0,0,2.4064552829008687,1.2409084757803635,1,r
317,10,0,0,4.642093943676666,8.176681449580897,0,g
318,2,1,0,3.4288881825147928,0.5976596177551894,1,r
319,4,1,0,1.5031841196969358,2.24043715428742,0,g
320,2,0,0,3.3970403094225676,0.45680743585829114,1,r
321,4,1,0,1.5031841196969358,2.24043715428742,0,g
322,1,0,0,4.39189465937903,0.9367455479730389,1,r
323,4,1,0,1.5031841196969358,2.24043715428742,0,g
324,3,1,0,2.4512075254758265,1.2993759388658068,1,r
325,3,0,0,2.4064552829008687,1.2409084757803635,1,r
326,2,1,0,3.4288881825147928,0.5976596177551894,1,r
327,4,1,0,1.5031841196969358,2.24043715428742,0,g
328,1,1,0,4.416574464834695,1.0129245810459737,1,r
329,4,1,0,1.5031841196969358,2.24043715428742,0,g
330,1,1,0,4.416574464834695,1.0129245810459737,1,r
331,7,1,0,1.735798085028391,5.197412921611662,0,g
332,2,1,0,3.4288881825147928,0.5976596177551894,1,r
333,7,1,0,1.735798085028391,5.197412921611662,0,g
334,2,0,0,3.3970403094225676,0.45680743585829114,1,r
335,2,1,0,3.4288881825147928,0.5976596177551894,1,r
336,2,1,0,3.4288881825147928,0.5976596177551894,1,r
337,7,0,0,1.6720058874419081,5.18310496637836,0,g
338,1,1,0,4.416574464834695,1.0129245810459737,1,r
339,2,1,0,3.4288881825147928,0.5976596177551894,1,r
340,2,0,0,3.3970403094225676,0.45680743585829114,1,r
341,5,1,0,0.7146374342761352,3.2172565104634776,0,g
342,1,0,0,4.39189465937903,0.9367455479730389,1,r
343,5,1,0,0.7146374342761352,3.2172565104634776,0,g
344,3,0,0,2.4064552829008687,1.2409084757803635,1,r
345,3,1,0,2.4512075254758265,1.2993759388658068,1,r
346,4,1,0,1.5031841196969358,2.24043715428742,0,g
347,2,0,0,3.3970403094225676,0.45680743585829114,1,r
348,2,1,0,3.4288881825147928,0.5976596177551894,1,r
349,3,1,0,2.4512075254758265,1.2993759388658068,1,r
350,5,0,0,0.5415859655871369,3.194090710809538,0,g
351,3,0,0,2.4064552829008687,1.2409084757803635,1,r
352,2,0,0,3.3970403094225676,0.45680743585829114,1,r
353,3,1,0,2.4512075254758265,1.2993759388658068,1,r
354,2,0,0,3.3970403094225676,0.45680743585829114,1,r
355,3,1,0,2.4512075254758265,1.2993759388658068,1,r
356,3,0,0,2.4064552829008687,1.2409084757803635,1,r
357,9,0,0,3.6466274853842493,7.178226711111335,0,g
358,10,0,0,4.642093943676666,8.176681449580897,0,g
359,2,1,0,3.4288881825147928,0.5976596177551894,1,r
360,2,0,0,3.3970403094225676,0.45680743585829114,1,r
361,3,0,0,2.4064552829008687,1.2409084757803635,1,r
362,2,0,0,3.3970403094225676,0.45680743585829114,1,r
363,7,0,0,1.6720058874419081,5.18310496637836,0,g
364,4,1,0,1.5031841196969358,2.24043715428742,0,g
365,3,1,0,2.4512075254758265,1.2993759388658068,1,r
366,4,1,0,1.5031841196969358,2.24043715428742,0,g
367,4,0,0,1.4290455532841582,2.2070420605579,0,g
368,2,0,0,3.3970403094225676,0.45680743585829114,1,r
369,3,0,0,2.4064552829008687,1.2409084757803635,1,r
370,2,1,0,3.4288881825147928,0.5976596177551894,1,r
371,5,1,0,0.7146374342761352,3.2172565104634776,0,g
372,4,1,0,1.5031841196969358,2.24043715428742,0,g
373,2,0,0,3.3970403094225676,0.45680743585829114,1,r
374,1,1,0,4.416574464834695,1.0129245810459737,1,r
375,2,1,0,3.4288881825147928,0.5976596177551894,1,r
376,4,0,0,1.4290455532841582,2.2070420605579,0,g
377,3,1,0,2.4512075254758265,1.2993759388658068,1,r
378,7,0,0,1.6720058874419081,5.18310496637836,0,g
379,3,0,0,2.4064552829008687,1.2409084757803635,1,r
380,4,0,0,1.4290455532841582,2.2070420605579,0,g
381,4,1,0,1.5031841196969358,2.24043715428742,0,g
382,3,0,0,2.4064552829008687,1.2409084757803635,1,r
383,2,0,0,3.3970403094225676,0.45680743585829114,1,r
384,1,0,0,4.39189465937903,0.9367455479730389,1,r
385,4,1,0,1.5031841196969358,2.24043715428742,0,g
386,2,0,0,3.3970403094225676,0.45680743585829114,1,r
387,3,1,0,2.4512075254758265,1.2993759388658068,1,r
388,4,1,0,1.5031841196969358,2.24043715428742,0,g
389,3,0,0,2.4064552829008687,1.2409084757803635,1,r
390,2,0,0,3.3970403094225676,0.45680743585829114,1,r
391,1,0,0,4.39189465937903,0.9367455479730389,1,r
392,2,1,0,3.4288881825147928,0.5976596177551894,1,r
393,1,0,0,4.39189465937903,0.9367455479730389,1,r
394,8,1,0,2.6952067001897935,6.192275986222189,0,g
395,3,0,0,2.4064552829008687,1.2409084757803635,1,r
396,2,1,0,3.4288881825147928,0.5976596177551894,1,r
397,3,0,0,2.4064552829008687,1.2409084757803635,1,r
398,2,1,0,3.4288881825147928,0.5976596177551894,1,r
399,3,1,0,2.4512075254758265,1.2993759388658068,1,r
400,3,1,0,2.4512075254758265,1.2993759388658068,1,r
401,2,1,0,3.4288881825147928,0.5976596177551894,1,r
402,3,0,0,2.4064552829008687,1.2409084757803635,1,r
403,1,0,0,4.39189465937903,0.9367455479730389,1,r
404,1,1,0,4.416574464834695,1.0129245810459737,1,r
405,3,1,0,2.4512075254758265,1.2993759388658068,1,r
406,5,0,0,0.5415859655871369,3.194090710809538,0,g
407,3,0,0,2.4064552829008687,1.2409084757803635,1,r
408,1,1,0,4.416574464834695,1.0129245810459737,1,r
409,4,0,0,1.4290455532841582,2.2070420605579,0,g
410,2,0,0,3.3970403094225676,0.45680743585829114,1,r
411,2,0,0,3.3970403094225676,0.45680743585829114,1,r
412,3,0,0,2.4064552829008687,1.2409084757803635,1,r
413,1,1,0,4.416574464834695,1.0129245810459737,1,r
414,2,1,0,3.4288881825147928,0.5976596177551894,1,r
415,2,1,0,3.4288881825147928,0.5976596177551894,1,r
416,5,0,0,0.5415859655871369,3.194090710809538,0,g
417,2,0,0,3.3970403094225676,0.45680743585829114,1,r
418,3,1,0,2.4512075254758265,1.2993759388658068,1,r
419,4,1,0,1.5031841196969358,2.24043715428742,0,g
420,3,1,0,2.4512075254758265,1.2993759388658068,1,r
421,3,0,0,2.4064552829008687,1.2409084757803635,1,r
422,3,0,0,2.4064552829008687,1.2409084757803635,1,r
423,5,0,0,0.5415859655871369,3.194090710809538,0,g
424,2,1,0,3.4288881825147928,0.5976596177551894,1,r
425,1,1,0,4.416574464834695,1.0129245810459737,1,r
426,4,1,0,1.5031841196969358,2.24043715428742,0,g
427,3,1,0,2.4512075254758265,1.2993759388658068,1,r
428,3,0,0,2.4064552829008687,1.2409084757803635,1,r
429,1,0,0,4.39189465937903,0.9367455479730389,1,r
430,3,0,0,2.4064552829008687,1.2409084757803635,1,r
431,3,0,0,2.4064552829008687,1.2409084757803635,1,r
432,1,1,0,4.416574464834695,1.0129245810459737,1,r
433,3,0,0,2.4064552829008687,1.2409084757803635,1,r
434,1,1,0,4.416574464834695,1.0129245810459737,1,r
435,2,1,0,3.4288881825147928,0.5976596177551894,1,r
436,3,0,0,2.4064552829008687,1.2409084757803635,1,r
437,3,1,0,2.4512075254758265,1.2993759388658068,1,r
438,2,1,0,3.4288881825147928,0.5976596177551894,1,r
439,4,0,0,1.4290455532841582,2.2070420605579,0,g
440,6,0,0,0.7378750049166032,4.187289849137255,0,g
441,1,1,0,4.416574464834695,1.0129245810459737,1,r
442,6,0,0,0.7378750049166032,4.187289849137255,0,g
443,2,1,0,3.4288881825147928,0.5976596177551894,1,r
444,4,0,0,1.4290455532841582,2.2070420605579,0,g
445,3,1,0,2.4512075254758265,1.2993759388658068,1,r
446,5,0,0,0.5415859655871369,3.194090710809538,0,g
447,3,0,0,2.4064552829008687,1.2409084757803635,1,r
448,2,0,0,3.3970403094225676,0.45680743585829114,1,r
449,1,1,0,4.416574464834695,1.0129245810459737,1,r
450,1,0,0,4.39189465937903,0.9367455479730389,1,r
451,4,0,0,1.4290455532841582,2.2070420605579,0,g
452,4,0,0,1.4290455532841582,2.2070420605579,0,g
453,1,1,0,4.416574464834695,1.0129245810459737,1,r
454,1,1,0,4.416574464834695,1.0129245810459737,1,r
455,7,0,0,1.6720058874419081,5.18310496637836,0,g
456,3,0,0,2.4064552829008687,1.2409084757803635,1,r
457,3,0,0,2.4064552829008687,1.2409084757803635,1,r
458,3,0,0,2.4064552829008687,1.2409084757803635,1,r
459,3,1,0,2.4512075254758265,1.2993759388658068,1,r
460,2,0,0,3.3970403094225676,0.45680743585829114,1,r
461,3,1,0,2.4512075254758265,1.2993759388658068,1,r
462,1,1,0,4.416574464834695,1.0129245810459737,1,r
463,2,1,0,3.4288881825147928,0.5976596177551894,1,r
464,3,1,0,2.4512075254758265,1.2993759388658068,1,r
465,3,0,0,2.4064552829008687,1.2409084757803635,1,r
466,3,1,0,2.4512075254758265,1.2993759388658068,1,r
467,1,0,0,4.39189465937903,0.9367455479730389,1,r
468,2,1,0,3.4288881825147928,0.5976596177551894,1,r
469,3,0,0,2.4064552829008687,1.2409084757803635,1,r
470,4,1,0,1.5031841196969358,2.24043715428742,0,g
471,3,1,0,2.4512075254758265,1.2993759388658068,1,r
472,4,1,0,1.5031841196969358,2.24043715428742,0,g
